-,1E+12,user,dim1,dim2,dim3
2058357541_GBSSS_contig06161,1258,GBS_Metagenome,18.476171,166.5244,184.47422
2058358081_GBSSS_contig06165,1258,GBS_Metagenome,-52.826697,275.77221,45.151526
2058416163_GBSSS_contig06103,1258,GBS_Metagenome,386.30424,-88.82125,-128.77893
2058352681_GBSSS_contig06128,1257,GBS_Metagenome,373.01355,-63.865571,-93.7678
2058356731_GBSSS_contig06156,1257,GBS_Metagenome,-382.41581,34.521851,-98.10185
2058357406_GBSSS_contig06160,1257,GBS_Metagenome,-202.78342,-140.41349,108.10205
2058357676_GBSSS_contig06162,1257,GBS_Metagenome,89.83821,246.46167,125.02847
2058352411_GBSSS_contig06126,1256,GBS_Metagenome,416.03156,-143.87968,-73.27775
2058356326_GBSSS_contig06153,1256,GBS_Metagenome,476.03878,-63.898639,-171.03527
2058358351_GBSSS_contig06167,1256,GBS_Metagenome,-211.48442,19.019553,-92.61168
2058358891_GBSSS_contig06171,1256,GBS_Metagenome,3.5767627,238.16772,100.31399
2058409960_GBSSS_contig06008,1256,GBS_Metagenome,-96.20191,129.7205,73.70013
2058411573_GBSSS_contig06069,1256,GBS_Metagenome,-170.66574,70.92092,95.91939
2058356866_GBSSS_contig06157,1255,GBS_Metagenome,123.97707,-49.689563,81.94235
2058357136_GBSSS_contig06159,1255,GBS_Metagenome,275.65734,-3.5027895,-23.059092
2058359296_GBSSS_contig06174,1255,GBS_Metagenome,99.11223,179.32327,42.535059
2058415758_GBSSS_contig06099,1255,GBS_Metagenome,-54.962607,155.43906,134.95909
2058359161_GBSSS_contig06173,1254,GBS_Metagenome,-177.5081,-299.23859,110.2822
2058359566_GBSSS_contig06176,1254,GBS_Metagenome,-241.33536,-224.45318,79.42046
2058359701_GBSSS_contig06177,1254,GBS_Metagenome,-102.02087,-11.075589,4.7611921
2058360376_GBSSS_contig06181,1254,GBS_Metagenome,-139.20011,-241.87219,56.876106
2058379949_GBSSS_contig05300,1254,GBS_Metagenome,-66.324706,28.171164,52.681811
2058360106_GBSSS_contig06180,1253,GBS_Metagenome,-160.84033,-238.95207,52.462375
2058353896_GBSSS_contig06137,1252,GBS_Metagenome,19.002746,125.9664,75.68407
2058358216_GBSSS_contig06166,1252,GBS_Metagenome,388.40277,-71.33147,-122.59373
2058358621_GBSSS_contig06170,1252,GBS_Metagenome,296.394,-40.750857,58.114105
2058359431_GBSSS_contig06175,1252,GBS_Metagenome,-298.60649,31.556434,-28.724367
2058360511_GBSSS_contig06182,1252,GBS_Metagenome,547.4469,-106.32748,-245.44674
2058360781_GBSSS_contig06184,1252,GBS_Metagenome,173.1044,44.061773,152.01816
2058361051_GBSSS_contig06186,1252,GBS_Metagenome,-74.64058,-210.08169,111.77131
2058360916_GBSSS_contig06185,1251,GBS_Metagenome,185.50357,-65.011632,109.29471
2058361456_GBSSS_contig06189,1250,GBS_Metagenome,-211.15668,-245.67557,111.84628
2058362131_GBSSS_contig06193,1250,GBS_Metagenome,-179.58976,-247.90703,108.58547
2058385756_GBSSS_contig06049,1250,GBS_Metagenome,41.773452,213.74563,55.947353
2058359836_GBSSS_contig06178,1249,GBS_Metagenome,578.2434,-85.53237,-310.85138
2058361321_GBSSS_contig06188,1249,GBS_Metagenome,471.88659,-73.77769,-178.58974
2058361591_GBSSS_contig06190,1249,GBS_Metagenome,-14.320166,-31.279241,-22.390319
2058362671_GBSSS_contig06197,1249,GBS_Metagenome,326.83224,-93.53897,69.614993
2058351601_GBSSS_contig06120,1248,GBS_Metagenome,-508.08702,68.686191,-242.75426
2058361186_GBSSS_contig06187,1248,GBS_Metagenome,-517.9678,102.86339,-350.5642
2058362806_GBSSS_contig06198,1248,GBS_Metagenome,-97.09315,-245.26551,158.36758
2058361996_GBSSS_contig06192,1247,GBS_Metagenome,-201.03104,-48.17183,41.524224
2058362266_GBSSS_contig06194,1247,GBS_Metagenome,-62.06767,-182.19089,186.34119
2058362536_GBSSS_contig06196,1247,GBS_Metagenome,-196.69888,-250.26197,144.08156
2058363481_GBSSS_contig06202,1247,GBS_Metagenome,157.00069,-7.238861,-19.796637
2058363076_GBSSS_contig06200,1246,GBS_Metagenome,-22.540812,196.85225,111.29328
2058363346_GBSSS_contig06201,1246,GBS_Metagenome,287.22743,-47.338571,45.640042
2058363616_GBSSS_contig06203,1246,GBS_Metagenome,258.63565,-28.1477,-65.325225
2058364156_GBSSS_contig06208,1246,GBS_Metagenome,479.00629,-68.83142,-116.69952
2058364291_GBSSS_contig06209,1246,GBS_Metagenome,471.51188,-66.075219,-151.07239
2058355921_GBSSS_contig06150,1245,GBS_Metagenome,39.801398,233.03819,92.70891
2058362941_GBSSS_contig06199,1245,GBS_Metagenome,303.82604,-89.55961,56.504889
2058363751_GBSSS_contig06204,1244,GBS_Metagenome,368.45403,-63.907935,-29.863939
2058364021_GBSSS_contig06207,1244,GBS_Metagenome,-81.85436,75.87874,85.43416
2058364561_GBSSS_contig06211,1244,GBS_Metagenome,-441.53725,-57.360877,-160.19493
2058417918_GBSSS_contig06115,1244,GBS_Metagenome,-192.85952,-239.5484,100.06052
2058364966_GBSSS_contig06213,1243,GBS_Metagenome,-154.63021,-212.49305,116.19111
2058366991_GBSSS_contig06226,1243,GBS_Metagenome,-221.35533,90.04254,66.785446
2058407948_GBSSS_contig05994,1243,GBS_Metagenome,-446.64893,-290.97425,26.320749
2058415892_GBSSS_contig05594,1243,GBS_Metagenome,-1.0851099,-129.12347,161.42168
2058358486_GBSSS_contig06168,1242,GBS_Metagenome,-459.56288,6.637316,-193.58549
2058365236_GBSSS_contig06215,1242,GBS_Metagenome,-119.28721,79.94021,60.090219
2058366721_GBSSS_contig06224,1242,GBS_Metagenome,-134.62778,-199.24807,112.9604
2058366856_GBSSS_contig06225,1242,GBS_Metagenome,365.43682,-159.13891,45.811752
2058364426_GBSSS_contig06210,1241,GBS_Metagenome,-5.7805314,233.76192,101.88346
2058365101_GBSSS_contig06214,1241,GBS_Metagenome,-315.9429,80.33613,-10.433031
2058365371_GBSSS_contig06216,1241,GBS_Metagenome,-155.07065,-236.68729,113.043
2058365776_GBSSS_contig06219,1241,GBS_Metagenome,-42.926247,236.75953,44.265242
2058365911_GBSSS_contig06220,1241,GBS_Metagenome,-471.50544,107.88876,-277.28372
2058366046_GBSSS_contig06221,1241,GBS_Metagenome,-234.06593,-270.87235,66.905902
2058366451_GBSSS_contig06222,1241,GBS_Metagenome,368.01709,8.699789,-119.62223
2058366586_GBSSS_contig06223,1241,GBS_Metagenome,-0.17474912,259.16065,108.07496
2058367261_GBSSS_contig06228,1241,GBS_Metagenome,-268.02538,51.082997,-120.80873
2058367531_GBSSS_contig06230,1241,GBS_Metagenome,-314.21236,-274.56268,195.72952
2058367666_GBSSS_contig06231,1241,GBS_Metagenome,332.4041,-43.67853,-74.07036
2058368341_GBSSS_contig06235,1240,GBS_Metagenome,326.28323,-53.784661,-85.18783
2058368746_GBSSS_contig06238,1240,GBS_Metagenome,460.48583,-73.2494,-152.2094
2058369151_GBSSS_contig06241,1240,GBS_Metagenome,-87.89571,58.623754,-6.9668991
2058361861_GBSSS_contig06191,1239,GBS_Metagenome,390.05204,-103.53812,-145.96421
2058364831_GBSSS_contig06212,1239,GBS_Metagenome,-19.438223,304.83922,119.87129
2058368881_GBSSS_contig06239,1239,GBS_Metagenome,214.65808,-96.57445,54.128088
2058369016_GBSSS_contig06240,1239,GBS_Metagenome,298.99814,-64.453879,49.358197
2058369691_GBSSS_contig06244,1239,GBS_Metagenome,24.094343,2.6615911,181.13634
2058414678_GBSSS_contig06092,1239,GBS_Metagenome,110.86642,33.064206,-140.94073
2058367396_GBSSS_contig06229,1238,GBS_Metagenome,-71.18594,-158.5633,230.54591
2058368476_GBSSS_contig06236,1238,GBS_Metagenome,-511.43729,12.76065,-274.11524
2058369826_GBSSS_contig06245,1238,GBS_Metagenome,6.8779802,289.74092,75.56115
2058369961_GBSSS_contig06246,1238,GBS_Metagenome,-260.44536,-253.52453,72.72104
2058370231_GBSSS_contig06248,1238,GBS_Metagenome,-316.93438,-162.24495,-0.71148
2058370501_GBSSS_contig06251,1238,GBS_Metagenome,319.89076,-77.53872,-99.63856
2058371041_GBSSS_contig06254,1238,GBS_Metagenome,-257.06464,-274.9005,213.67787
2058371176_GBSSS_contig06255,1238,GBS_Metagenome,452.37199,-44.5151,-146.73666
2058359026_GBSSS_contig06172,1237,GBS_Metagenome,358.75574,-83.74702,38.303272
2058368206_GBSSS_contig06234,1237,GBS_Metagenome,-403.40475,-256.89055,70.54418
2058371311_GBSSS_contig06256,1237,GBS_Metagenome,24.01182,179.90574,90.9804
2058365641_GBSSS_contig06218,1236,GBS_Metagenome,558.82645,-147.12859,-202.86224
2058367126_GBSSS_contig06227,1236,GBS_Metagenome,-438.13721,-287.96278,133.47502
2058370096_GBSSS_contig06247,1236,GBS_Metagenome,-277.78296,-284.43338,57.737064
2058370906_GBSSS_contig06253,1236,GBS_Metagenome,364.32137,-65.618098,-84.80143
2058371851_GBSSS_contig06260,1236,GBS_Metagenome,-442.14394,53.945598,-204.93809
2058372121_GBSSS_contig06262,1236,GBS_Metagenome,307.34571,-114.93076,93.72587
2058414408_GBSSS_contig06090,1236,GBS_Metagenome,-395.21755,31.672102,-132.97935
2058360646_GBSSS_contig06183,1235,GBS_Metagenome,59.698891,300.48074,56.497
2058368071_GBSSS_contig06233,1235,GBS_Metagenome,54.960269,18.96237,116.74306
2058371581_GBSSS_contig06258,1235,GBS_Metagenome,-74.326,201.00136,33.394851
2058372661_GBSSS_contig06265,1235,GBS_Metagenome,15.262709,-28.796243,111.66204
2058371446_GBSSS_contig06257,1234,GBS_Metagenome,-185.26466,8.05189,26.97086
2058372796_GBSSS_contig06266,1233,GBS_Metagenome,-332.56839,-116.32551,7.928354
2058372931_GBSSS_contig06267,1233,GBS_Metagenome,-253.38537,-161.69174,69.001135
2058374011_GBSSS_contig06274,1233,GBS_Metagenome,359.65594,-83.20445,43.871086
2058374281_GBSSS_contig06276,1233,GBS_Metagenome,-148.50955,138.10566,44.373938
2058373201_GBSSS_contig06269,1232,GBS_Metagenome,405.30952,-70.83811,-152.09642
2058373336_GBSSS_contig06270,1232,GBS_Metagenome,-491.61315,-248.61039,-54.392583
2058374686_GBSSS_contig06279,1232,GBS_Metagenome,306.69464,-72.95358,61.746818
2058354166_GBSSS_contig06139,1231,GBS_Metagenome,476.35434,-75.5405,-143.18157
2058374551_GBSSS_contig06278,1231,GBS_Metagenome,283.29308,12.648615,-96.46917
2058363886_GBSSS_contig06206,1230,GBS_Metagenome,-31.41971,245.72478,62.474461
2058369421_GBSSS_contig06242,1230,GBS_Metagenome,38.181661,165.67565,145.19176
2058370636_GBSSS_contig06252,1230,GBS_Metagenome,371.72079,-78.50192,-124.30551
2058372391_GBSSS_contig06263,1230,GBS_Metagenome,-322.34692,-245.52703,185.8157
2058373471_GBSSS_contig06271,1230,GBS_Metagenome,-211.81895,43.335383,-15.188586
2058374146_GBSSS_contig06275,1230,GBS_Metagenome,-69.57832,224.15673,90.71951
2058375091_GBSSS_contig06282,1230,GBS_Metagenome,-495.16257,68.139848,-243.76079
2058375361_GBSSS_contig06283,1230,GBS_Metagenome,100.42991,-15.639582,42.866495
2058375901_GBSSS_contig06287,1230,GBS_Metagenome,297.58953,24.523611,-53.22443
2058409155_GBSSS_contig06002,1230,GBS_Metagenome,-526.0374,47.042807,-309.33854
2058371986_GBSSS_contig06261,1229,GBS_Metagenome,282.74064,-37.241981,-23.632637
2058372526_GBSSS_contig06264,1229,GBS_Metagenome,400.16088,-31.133935,-17.398759
2058374416_GBSSS_contig06277,1229,GBS_Metagenome,-193.438,-133.12327,35.872354
2058374821_GBSSS_contig06280,1229,GBS_Metagenome,379.83652,-32.400865,-131.02229
2058375496_GBSSS_contig06284,1229,GBS_Metagenome,42.748664,229.63157,84.87157
2058375631_GBSSS_contig06285,1229,GBS_Metagenome,54.855346,-27.010543,102.599
2058375766_GBSSS_contig06286,1229,GBS_Metagenome,394.48402,-34.764324,-99.86172
2058376036_GBSSS_contig06289,1229,GBS_Metagenome,122.08973,-127.19196,126.74333
2058376171_GBSSS_contig06290,1229,GBS_Metagenome,-15.991689,131.25007,50.040368
2058362401_GBSSS_contig06195,1228,GBS_Metagenome,50.816395,268.66028,95.62602
2058376576_GBSSS_contig06293,1228,GBS_Metagenome,454.38925,-48.518337,-140.93765
2058376846_GBSSS_contig06294,1228,GBS_Metagenome,40.443907,-22.605499,-24.134985
2058377386_GBSSS_contig06298,1228,GBS_Metagenome,58.176846,243.13121,83.44931
2058373606_GBSSS_contig06272,1227,GBS_Metagenome,-70.43015,26.094341,21.648046
2058374956_GBSSS_contig06281,1227,GBS_Metagenome,-359.52112,-318.97082,178.27299
2058377521_GBSSS_contig06299,1227,GBS_Metagenome,-185.15462,-153.79749,100.20983
2058377656_GBSSS_contig06300,1227,GBS_Metagenome,-237.94288,-204.14723,134.71815
2058378331_GBSSS_contig06304,1227,GBS_Metagenome,540.52145,-111.42313,-222.88406
2058378466_GBSSS_contig06305,1227,GBS_Metagenome,166.67826,-34.53149,69.343365
2058370366_GBSSS_contig06250,1226,GBS_Metagenome,-62.488636,116.4205,122.06257
2058376441_GBSSS_contig06292,1226,GBS_Metagenome,-434.41888,-249.25012,143.81234
2058377926_GBSSS_contig06302,1226,GBS_Metagenome,429.54541,-14.089747,-138.01326
2058378871_GBSSS_contig06308,1226,GBS_Metagenome,-281.53811,-78.81398,12.21276
2058379141_GBSSS_contig06310,1226,GBS_Metagenome,-410.45725,66.590314,-146.0445
2058361859_GBSSS_contig05178,1225,GBS_Metagenome,-128.91361,-214.42141,108.60773
2058377251_GBSSS_contig06297,1225,GBS_Metagenome,-523.44901,21.767249,-353.94548
2058379816_GBSSS_contig06314,1225,GBS_Metagenome,-227.83775,-35.923377,-1.0371494
2058380356_GBSSS_contig06318,1225,GBS_Metagenome,-358.43409,-230.22559,82.69723
2058378736_GBSSS_contig06307,1224,GBS_Metagenome,400.87838,-40.164565,-120.64017
2058379006_GBSSS_contig06309,1224,GBS_Metagenome,-114.09251,1.5095598,-108.95213
2058379276_GBSSS_contig06311,1224,GBS_Metagenome,384.91873,-82.85186,60.439365
2058379411_GBSSS_contig06312,1224,GBS_Metagenome,161.99526,-30.266964,5.5170143
2058380086_GBSSS_contig06316,1224,GBS_Metagenome,-167.14551,-171.55509,182.46228
2058380491_GBSSS_contig06319,1224,GBS_Metagenome,-243.94622,-190.2768,72.82681
2058380761_GBSSS_contig06321,1224,GBS_Metagenome,-141.46916,-206.1066,82.26715
2058380896_GBSSS_contig06322,1224,GBS_Metagenome,-194.19015,25.696545,-82.72642
2058381571_GBSSS_contig06325,1224,GBS_Metagenome,-184.12961,-219.98228,57.866053
2058372388_GBSSS_contig04745,1223,GBS_Metagenome,4.904977,231.01022,83.91012
2058379546_GBSSS_contig06313,1223,GBS_Metagenome,-130.84876,-11.545359,85.59978
2058379951_GBSSS_contig06315,1223,GBS_Metagenome,-78.76575,-192.83173,203.83965
2058381031_GBSSS_contig06323,1223,GBS_Metagenome,84.10815,-81.54888,1.5971102
2058383056_GBSSS_contig06335,1223,GBS_Metagenome,220.98902,-60.603473,89.33484
2058381436_GBSSS_contig06324,1222,GBS_Metagenome,-62.734931,241.61074,103.20471
2058381706_GBSSS_contig06326,1222,GBS_Metagenome,-4.784724,241.1745,97.36496
2058381841_GBSSS_contig06327,1222,GBS_Metagenome,311.03359,35.568484,118.47605
2058382921_GBSSS_contig06334,1222,GBS_Metagenome,119.86142,-43.782193,38.623032
2058383191_GBSSS_contig06336,1222,GBS_Metagenome,-161.14462,-249.19706,109.48266
2058383461_GBSSS_contig06338,1222,GBS_Metagenome,253.8333,-96.1919,56.044191
2058381976_GBSSS_contig06328,1221,GBS_Metagenome,-346.97824,-212.25358,177.05163
2058382381_GBSSS_contig06331,1221,GBS_Metagenome,-323.13456,-256.17956,147.92484
2058383731_GBSSS_contig06340,1221,GBS_Metagenome,302.01738,-36.358399,43.539209
2058376981_GBSSS_contig06295,1220,GBS_Metagenome,-205.62192,-218.91107,170.15873
2058383866_GBSSS_contig06341,1220,GBS_Metagenome,260.16529,-58.751679,96.17552
2058384136_GBSSS_contig06343,1220,GBS_Metagenome,383.59062,-6.2968955,-109.85324
2058371716_GBSSS_contig06259,1219,GBS_Metagenome,-307.14593,-201.25063,182.40054
2058383326_GBSSS_contig06337,1219,GBS_Metagenome,263.51689,-43.265509,31.842181
2058384406_GBSSS_contig06344,1219,GBS_Metagenome,-135.59077,-199.50777,120.74503
2058384676_GBSSS_contig06346,1219,GBS_Metagenome,-270.87116,-57.42856,-16.696022
2058384946_GBSSS_contig06349,1219,GBS_Metagenome,30.730063,206.84783,130.79094
2058368611_GBSSS_contig06237,1218,GBS_Metagenome,-88.57037,176.85514,45.36119
2058384541_GBSSS_contig06345,1218,GBS_Metagenome,197.80488,62.846028,11.11852
2058384811_GBSSS_contig06348,1218,GBS_Metagenome,-138.82239,-24.303209,134.57584
2058385486_GBSSS_contig06353,1218,GBS_Metagenome,-10.713731,159.67595,90.66022
2058385891_GBSSS_contig06355,1218,GBS_Metagenome,31.039512,269.79806,43.873886
2058395205_GBSSS_contig05907,1218,GBS_Metagenome,-245.04949,194.80111,32.215022
2058384001_GBSSS_contig06342,1217,GBS_Metagenome,71.56079,52.059546,-15.872031
2058385351_GBSSS_contig06352,1217,GBS_Metagenome,8.780793,291.36905,89.67308
2058386566_GBSSS_contig06360,1217,GBS_Metagenome,-131.22956,-137.60726,100.28578
2058373335_GBSSS_contig05759,1216,GBS_Metagenome,-401.95281,-5.6707301,-132.64489
2058369556_GBSSS_contig06243,1215,GBS_Metagenome,-119.35301,106.1473,90.9958
2058386836_GBSSS_contig06362,1215,GBS_Metagenome,-271.68554,-206.20019,39.228091
2058387646_GBSSS_contig06367,1215,GBS_Metagenome,112.23751,218.3727,37.146375
2058387781_GBSSS_contig06368,1215,GBS_Metagenome,-152.8142,108.24499,20.163066
2058387916_GBSSS_contig06369,1215,GBS_Metagenome,233.04498,-141.05252,63.924203
2058388996_GBSSS_contig06376,1215,GBS_Metagenome,-48.613663,229.17328,67.411351
2058365506_GBSSS_contig06217,1214,GBS_Metagenome,-133.82628,108.00279,58.568286
2058388321_GBSSS_contig06372,1214,GBS_Metagenome,504.23891,-120.98219,-183.91086
2058388591_GBSSS_contig06374,1214,GBS_Metagenome,-254.73091,-52.153451,-17.495877
2058385621_GBSSS_contig06354,1213,GBS_Metagenome,31.813096,185.75081,82.77332
2058386026_GBSSS_contig06356,1213,GBS_Metagenome,-354.40405,-222.70528,141.71493
2058387511_GBSSS_contig06366,1213,GBS_Metagenome,-89.46259,-227.01322,145.21906
2058389131_GBSSS_contig06377,1213,GBS_Metagenome,-147.97251,-188.71349,95.94634
2058389266_GBSSS_contig06378,1213,GBS_Metagenome,-258.09532,-229.83506,89.90681
2058389941_GBSSS_contig06383,1213,GBS_Metagenome,64.586886,287.73255,93.21711
2058388456_GBSSS_contig06373,1212,GBS_Metagenome,-221.74817,-244.18499,77.04942
2058389536_GBSSS_contig06380,1212,GBS_Metagenome,347.93017,-58.887745,-79.04995
2058389671_GBSSS_contig06381,1212,GBS_Metagenome,163.33422,-42.921683,42.699636
2058390076_GBSSS_contig06384,1212,GBS_Metagenome,341.96323,-83.15461,-121.21179
2058373066_GBSSS_contig06268,1211,GBS_Metagenome,-14.610281,266.48776,107.81323
2058380221_GBSSS_contig06317,1211,GBS_Metagenome,-503.77656,0.8959811,-230.00929
2058383596_GBSSS_contig06339,1211,GBS_Metagenome,31.739267,242.13784,88.0887
2058387376_GBSSS_contig06365,1211,GBS_Metagenome,-16.153781,-225.32083,164.33648
2058388861_GBSSS_contig06375,1211,GBS_Metagenome,16.478987,270.8587,63.279181
2058390346_GBSSS_contig06385,1211,GBS_Metagenome,138.19533,-116.92849,120.42779
2058390481_GBSSS_contig06386,1211,GBS_Metagenome,-520.83773,48.82927,-307.77586
2058390616_GBSSS_contig06387,1211,GBS_Metagenome,-43.568959,275.12366,89.32854
2058390751_GBSSS_contig06388,1211,GBS_Metagenome,354.4142,-58.904118,14.280378
2058382246_GBSSS_contig06330,1210,GBS_Metagenome,-27.648586,234.03401,85.50857
2058386701_GBSSS_contig06361,1210,GBS_Metagenome,348.02859,-101.48978,25.511136
2058388186_GBSSS_contig06371,1210,GBS_Metagenome,25.621568,283.21881,45.771663
2058391291_GBSSS_contig06392,1210,GBS_Metagenome,-165.88726,162.73516,100.93167
2058389401_GBSSS_contig06379,1209,GBS_Metagenome,3.0048963,280.5978,105.73507
2058391966_GBSSS_contig06396,1209,GBS_Metagenome,318.01385,-154.09779,-51.897286
2058392236_GBSSS_contig06398,1209,GBS_Metagenome,-116.52746,-208.76989,69.39688
2058392776_GBSSS_contig06402,1209,GBS_Metagenome,385.75033,-107.08236,16.956268
2058391156_GBSSS_contig06391,1208,GBS_Metagenome,344.6646,-48.554898,-85.54735
2058391561_GBSSS_contig06394,1208,GBS_Metagenome,1.6709231,232.841,101.07517
2058392506_GBSSS_contig06400,1208,GBS_Metagenome,-1.851472,224.22596,116.77169
2058392641_GBSSS_contig06401,1208,GBS_Metagenome,333.94536,-57.420188,-79.25526
2058393856_GBSSS_contig06409,1208,GBS_Metagenome,96.83114,323.99892,-5.6370181
2058393991_GBSSS_contig06410,1208,GBS_Metagenome,277.95439,-137.44507,-10.367399
2058386161_GBSSS_contig06357,1207,GBS_Metagenome,243.68736,90.32646,33.469191
2058393721_GBSSS_contig06408,1207,GBS_Metagenome,-244.8929,-186.11551,201.57746
2058394396_GBSSS_contig06413,1207,GBS_Metagenome,-188.69683,-9.06143,-30.32162
2058378061_GBSSS_contig06303,1206,GBS_Metagenome,208.35794,-82.96617,94.73485
2058385216_GBSSS_contig06351,1206,GBS_Metagenome,290.59268,17.378963,-7.073367
2058391831_GBSSS_contig06395,1206,GBS_Metagenome,34.526114,234.4804,110.36032
2058394126_GBSSS_contig06411,1206,GBS_Metagenome,-429.47954,54.892019,-176.61574
2058395476_GBSSS_contig06420,1206,GBS_Metagenome,-17.566185,135.13626,123.38858
2058396418_GBSSS_contig06425,1206,GBS_Metagenome,-70.03962,222.44327,71.41813
2058386431_GBSSS_contig06359,1205,GBS_Metagenome,171.69481,22.245867,-50.649375
2058393046_GBSSS_contig06404,1205,GBS_Metagenome,-151.13609,21.851592,-37.401511
2058394261_GBSSS_contig06412,1205,GBS_Metagenome,-137.99954,-221.84379,83.49656
2058395206_GBSSS_contig06418,1205,GBS_Metagenome,356.13522,-68.479859,51.502017
2058395341_GBSSS_contig06419,1205,GBS_Metagenome,-45.905377,-9.468774,70.06636
2058377116_GBSSS_contig06296,1204,GBS_Metagenome,60.160436,-56.587174,1.3204597
2058382111_GBSSS_contig06329,1204,GBS_Metagenome,-198.18897,-274.83645,113.30116
2058388051_GBSSS_contig06370,1204,GBS_Metagenome,-248.45478,8.188677,-135.52077
2058394531_GBSSS_contig06414,1204,GBS_Metagenome,-232.44151,-173.95378,212.32456
2058395611_GBSSS_contig06421,1204,GBS_Metagenome,210.97188,-76.46506,-39.234769
2058396552_GBSSS_contig06426,1204,GBS_Metagenome,-57.273132,187.56465,81.01107
2058396954_GBSSS_contig06429,1204,GBS_Metagenome,98.11571,179.75902,58.980971
2058397222_GBSSS_contig06431,1204,GBS_Metagenome,-194.90212,-212.86552,81.76525
2058393316_GBSSS_contig06405,1203,GBS_Metagenome,-272.7431,-121.10987,41.330072
2058394936_GBSSS_contig06416,1203,GBS_Metagenome,-374.43826,-276.53178,140.79485
2058396014_GBSSS_contig06424,1203,GBS_Metagenome,-201.38881,51.883734,86.72531
2058396686_GBSSS_contig06427,1203,GBS_Metagenome,-67.363107,234.08119,34.823068
2058397088_GBSSS_contig06430,1203,GBS_Metagenome,-160.09392,-140.38108,178.29539
2058397893_GBSSS_contig06436,1203,GBS_Metagenome,-93.74057,-100.10336,149.02559
2058352274_GBSSS_contig05114,1202,GBS_Metagenome,495.3424,-92.51466,-200.53635
2058382516_GBSSS_contig06332,1202,GBS_Metagenome,-388.75256,47.478032,-21.676389
2058398027_GBSSS_contig06438,1202,GBS_Metagenome,360.93946,-111.31379,-104.7613
2058398161_GBSSS_contig06439,1202,GBS_Metagenome,-113.66488,218.64654,58.962274
2058399368_GBSSS_contig06447,1202,GBS_Metagenome,276.50245,-45.465917,53.971624
2058418323_GBSSS_contig06118,1202,GBS_Metagenome,5.937652,267.42044,99.01507
2058392101_GBSSS_contig06397,1201,GBS_Metagenome,-366.89282,-151.15149,11.293037
2058392911_GBSSS_contig06403,1201,GBS_Metagenome,65.207156,222.98661,104.94918
2058396820_GBSSS_contig06428,1201,GBS_Metagenome,319.48147,-108.73681,39.305049
2058397490_GBSSS_contig06434,1201,GBS_Metagenome,-240.1322,-172.92205,138.18084
2058398429_GBSSS_contig06441,1201,GBS_Metagenome,20.375649,181.94925,69.70642
2058398563_GBSSS_contig06442,1201,GBS_Metagenome,-59.304441,-119.95858,95.91498
2058398697_GBSSS_contig06443,1201,GBS_Metagenome,-517.9615,74.50282,-270.6746
2058398965_GBSSS_contig06445,1201,GBS_Metagenome,144.04607,224.22568,56.267442
2058399502_GBSSS_contig06448,1201,GBS_Metagenome,316.59621,-38.162446,-60.745552
2058399636_GBSSS_contig06449,1201,GBS_Metagenome,-130.10578,-260.6338,108.79855
2058399904_GBSSS_contig06451,1201,GBS_Metagenome,207.80263,-47.323563,107.22474
2058376035_GBSSS_contig05777,1200,GBS_Metagenome,-256.8685,78.36444,-29.834056
2058386971_GBSSS_contig06363,1200,GBS_Metagenome,-252.71358,-54.003264,-97.11422
2058398295_GBSSS_contig06440,1200,GBS_Metagenome,295.06925,-72.6796,-78.84842
2058399099_GBSSS_contig06446,1200,GBS_Metagenome,391.6059,-62.868351,-150.87583
2058400172_GBSSS_contig06453,1200,GBS_Metagenome,-391.91838,-288.78381,186.58297
2058400306_GBSSS_contig06454,1199,GBS_Metagenome,-33.422312,293.55746,95.05377
2058400574_GBSSS_contig06456,1199,GBS_Metagenome,7.873152,267.65144,20.090049
2058401111_GBSSS_contig06460,1199,GBS_Metagenome,-19.520242,276.00419,48.800815
2058402988_GBSSS_contig06473,1199,GBS_Metagenome,-411.30754,71.93312,-154.44401
2058393586_GBSSS_contig06407,1198,GBS_Metagenome,318.37778,-53.935371,11.708858
2058398831_GBSSS_contig06444,1198,GBS_Metagenome,-334.92536,-162.05511,50.587012
2058400038_GBSSS_contig06452,1198,GBS_Metagenome,348.13107,-3.4537517,-115.92588
2058400440_GBSSS_contig06455,1198,GBS_Metagenome,-23.142231,205.69864,130.90434
2058401245_GBSSS_contig06461,1198,GBS_Metagenome,340.63813,-48.66015,-19.229994
2058401513_GBSSS_contig06463,1198,GBS_Metagenome,-346.00517,-156.4913,69.077351
2058401379_GBSSS_contig06462,1197,GBS_Metagenome,-408.6845,23.687503,-142.32869
2058401915_GBSSS_contig06466,1197,GBS_Metagenome,-133.61292,-239.12196,89.79264
2058402318_GBSSS_contig06468,1197,GBS_Metagenome,27.527381,172.49442,71.19805
2058377791_GBSSS_contig06301,1196,GBS_Metagenome,-180.10055,-43.365119,43.219449
2058389806_GBSSS_contig06382,1196,GBS_Metagenome,-75.2738,240.0027,78.106
2058395071_GBSSS_contig06417,1196,GBS_Metagenome,202.85062,-82.85326,28.061719
2058402586_GBSSS_contig06470,1196,GBS_Metagenome,425.24713,-49.521241,-159.03335
2058392371_GBSSS_contig06399,1195,GBS_Metagenome,-158.0593,-256.36058,101.26067
2058394801_GBSSS_contig06415,1195,GBS_Metagenome,173.56451,75.24839,45.142699
2058402452_GBSSS_contig06469,1195,GBS_Metagenome,-116.27504,287.49854,96.65712
